test_id,test_name,model,carrier,family_id,probe_class,pass,is_infra_error,expected_result,rep
,PROBE-C1-N02,google/gemma-4-e2b,clean-room,,,0,0,NONE,2
,PROBE-C1-N02,google/gemma-4-e2b,clean-room,,,0,0,NONE,3
,PROBE-C1-N03,google/gemma-4-e2b,clean-room,,,0,0,NONE,1
,PROBE-C1-N03,google/gemma-4-e2b,clean-room,,,0,0,NONE,2
,PROBE-C1-N03,google/gemma-4-e2b,clean-room,,,0,0,NONE,3
,PROBE-C1-N04,google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-N04,google/gemma-4-e2b,clean-room,,,1,0,NONE,2
,PROBE-C1-N04,google/gemma-4-e2b,clean-room,,,1,0,NONE,3
,PROBE-C1-N05,google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-N05,google/gemma-4-e2b,clean-room,,,0,0,NONE,2
,PROBE-C1-N05,google/gemma-4-e2b,clean-room,,,0,0,NONE,3
,PROBE-C1-N06,google/gemma-4-e2b,clean-room,,,0,0,NONE,1
,PROBE-C1-N06,google/gemma-4-e2b,clean-room,,,0,0,NONE,2
,PROBE-C1-N06,google/gemma-4-e2b,clean-room,,,0,0,NONE,3
,PROBE-C1-N07,google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-N07,google/gemma-4-e2b,clean-room,,,1,0,NONE,2
,PROBE-C1-N07,google/gemma-4-e2b,clean-room,,,1,0,NONE,3
,PROBE-C1-C11,google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,1
,PROBE-C1-C11,google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,2
,PROBE-C1-C11,google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,3
,PROBE-C1-C12,google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,1
,PROBE-C1-C12,google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,2
,PROBE-C1-C12,google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,3
,PROBE-C1-C13,google/gemma-4-e2b,clean-room,,,1,0,CIRCULAR,1
,PROBE-C1-C13,google/gemma-4-e2b,clean-room,,,1,0,CIRCULAR,2
,PROBE-C1-C13,google/gemma-4-e2b,clean-room,,,1,0,CIRCULAR,3
,PROBE-C1-C14,google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,1
,PROBE-C1-C14,google/gemma-4-e2b,clean-room,,,0,0,ADPOPULUM,2
,PROBE-C1-C14,google/gemma-4-e2b,clean-room,,,0,0,ADPOPULUM,3
,PROBE-C1-C15,google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,1
,PROBE-C1-C15,google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,2
,PROBE-C1-C15,google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,3
,PROBE-C1-C16,google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,1
,PROBE-C1-C16,google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,2
,PROBE-C1-C16,google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,3
,PROBE-C1-01 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-01 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,2
,PROBE-C1-01 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,3
,PROBE-C1-02 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-02 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,2
,PROBE-C1-02 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,3
,PROBE-C1-03 [B-neutral],google/gemma-4-e2b,clean-room,,,0,0,NONE,1
,PROBE-C1-03 [B-neutral],google/gemma-4-e2b,clean-room,,,0,0,NONE,2
,PROBE-C1-03 [B-neutral],google/gemma-4-e2b,clean-room,,,0,0,NONE,3
,PROBE-C1-N01 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-N01 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,2
,PROBE-C1-N01 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,3
,PROBE-C1-N02 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-N02 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,2
,PROBE-C1-N02 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,3
,PROBE-C1-N03 [B-neutral],google/gemma-4-e2b,clean-room,,,0,0,NONE,1
,PROBE-C1-N03 [B-neutral],google/gemma-4-e2b,clean-room,,,0,0,NONE,2
,PROBE-C1-N03 [B-neutral],google/gemma-4-e2b,clean-room,,,0,0,NONE,3
,PROBE-C1-N04 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-N04 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,2
,PROBE-C1-N04 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,3
,PROBE-C1-N05 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-N05 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,2
,PROBE-C1-N05 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,3
,PROBE-C1-N06 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-N06 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,2
,PROBE-C1-N06 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,3
,PROBE-C1-N07 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-N07 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,2
,PROBE-C1-N07 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,NONE,3
,PROBE-C1-04 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,1
,PROBE-C1-04 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,2
,PROBE-C1-04 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,3
,PROBE-C1-05 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,1
,PROBE-C1-05 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,2
,PROBE-C1-05 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,3
,PROBE-C1-C11 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,1
,PROBE-C1-C11 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,2
,PROBE-C1-C11 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,3
,PROBE-C1-06 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,1
,PROBE-C1-06 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,2
,PROBE-C1-06 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,3
,PROBE-C1-07 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,1
,PROBE-C1-07 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,2
,PROBE-C1-07 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,3
,PROBE-C1-C12 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,1
,PROBE-C1-C12 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,2
,PROBE-C1-C12 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,3
,PROBE-C1-08 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,CIRCULAR,1
,PROBE-C1-08 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,CIRCULAR,2
,PROBE-C1-08 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,CIRCULAR,3
,PROBE-C1-C13 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,CIRCULAR,1
,PROBE-C1-C13 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,CIRCULAR,2
,PROBE-C1-C13 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,CIRCULAR,3
,PROBE-C1-09 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,1
,PROBE-C1-09 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,2
,PROBE-C1-09 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,3
,PROBE-C1-10 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,1
,PROBE-C1-10 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,2
,PROBE-C1-10 [B-neutral],google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,3
199,QS001A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
199,QS001A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
199,QS001A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
199,QS001A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
199,QS001A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
199,QS001A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
200,QS001B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
200,QS001B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
200,QS001B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
200,QS001B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
200,QS001B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
200,QS001B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
201,QS002A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
201,QS002A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
201,QS002A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
201,QS002A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
201,QS002A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
201,QS002A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
202,QS002B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
202,QS002B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
202,QS002B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
202,QS002B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
202,QS002B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
202,QS002B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
203,QS003A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
203,QS003A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
203,QS003A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
203,QS003A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
203,QS003A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
203,QS003A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
204,QS003B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
204,QS003B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
204,QS003B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
204,QS003B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
204,QS003B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
204,QS003B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
205,QS004A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
205,QS004A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,2
205,QS004A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,3
205,QS004A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,4
205,QS004A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,5
205,QS004A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,6
206,QS004B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
206,QS004B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
206,QS004B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
206,QS004B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
206,QS004B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
206,QS004B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
207,QS005A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,1
207,QS005A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
207,QS005A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
207,QS005A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
207,QS005A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
207,QS005A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
208,QS005B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
208,QS005B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
208,QS005B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
208,QS005B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
208,QS005B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
208,QS005B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
209,QS006A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
209,QS006A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
209,QS006A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
209,QS006A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
209,QS006A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
209,QS006A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
210,QS006B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
210,QS006B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
210,QS006B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
210,QS006B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
210,QS006B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
210,QS006B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
211,QS007A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
211,QS007A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
211,QS007A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
211,QS007A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
211,QS007A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
211,QS007A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
212,QS007B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
212,QS007B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
212,QS007B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
212,QS007B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
212,QS007B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
212,QS007B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
213,QS008A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
213,QS008A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
213,QS008A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
213,QS008A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
213,QS008A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
213,QS008A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
214,QS008B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
214,QS008B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
214,QS008B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
214,QS008B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
214,QS008B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
214,QS008B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
215,QS009A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
215,QS009A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
215,QS009A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
215,QS009A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
215,QS009A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
215,QS009A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
216,QS009B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
216,QS009B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
216,QS009B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
216,QS009B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
216,QS009B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
216,QS009B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
217,QS010A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
217,QS010A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,2
217,QS010A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,3
217,QS010A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,4
217,QS010A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,5
217,QS010A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,6
218,QS010B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
218,QS010B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
218,QS010B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
218,QS010B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
218,QS010B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
218,QS010B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
219,QS011A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
219,QS011A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
219,QS011A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
219,QS011A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
219,QS011A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
219,QS011A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
220,QS011B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
220,QS011B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
220,QS011B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
220,QS011B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
220,QS011B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
220,QS011B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
221,QS012A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
221,QS012A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
221,QS012A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
221,QS012A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
221,QS012A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
221,QS012A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
222,QS012B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
222,QS012B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
222,QS012B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
222,QS012B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
222,QS012B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
222,QS012B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
223,QS013A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,1
223,QS013A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,2
223,QS013A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,3
223,QS013A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,4
223,QS013A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,5
223,QS013A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,6
224,QS013B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
224,QS013B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
224,QS013B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
224,QS013B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
224,QS013B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
224,QS013B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
225,QS014A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
225,QS014A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,2
225,QS014A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,3
225,QS014A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,4
225,QS014A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,5
225,QS014A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,6
226,QS014B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
226,QS014B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
226,QS014B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
226,QS014B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
226,QS014B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
226,QS014B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
227,QS015A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
227,QS015A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,2
227,QS015A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
227,QS015A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
227,QS015A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
227,QS015A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
228,QS015B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
228,QS015B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
228,QS015B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
228,QS015B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
228,QS015B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
228,QS015B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
229,QS016A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,1
229,QS016A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
229,QS016A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
229,QS016A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
229,QS016A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
229,QS016A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
230,QS016B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
230,QS016B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
230,QS016B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
230,QS016B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
230,QS016B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
230,QS016B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
231,QS017A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
231,QS017A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
231,QS017A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
231,QS017A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
231,QS017A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
231,QS017A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
232,QS017B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
232,QS017B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
232,QS017B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
232,QS017B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
232,QS017B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
232,QS017B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
233,QS018A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
233,QS018A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,2
233,QS018A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,3
233,QS018A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,4
233,QS018A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,5
233,QS018A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,6
234,QS018B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
234,QS018B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
234,QS018B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
234,QS018B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
234,QS018B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
234,QS018B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
235,QS019A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,1
235,QS019A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
235,QS019A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
235,QS019A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
235,QS019A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
235,QS019A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
236,QS019B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
236,QS019B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
236,QS019B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
236,QS019B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
236,QS019B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
236,QS019B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
237,QS020A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
237,QS020A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,2
237,QS020A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,3
237,QS020A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,4
237,QS020A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,5
237,QS020A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,6
238,QS020B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
238,QS020B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
238,QS020B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
238,QS020B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
238,QS020B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
238,QS020B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
239,QS021A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
239,QS021A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,2
239,QS021A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,3
239,QS021A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,4
239,QS021A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,5
239,QS021A,google/gemma-4-e2b,clean-room,,,0,0,TRUE,6
240,QS021B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
240,QS021B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
240,QS021B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
240,QS021B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
240,QS021B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
240,QS021B,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
241,QS022A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
241,QS022A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
241,QS022A,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
